scenario,node,lon,lat
OSM_LARGE,582,-3.190054,55.949517
OSM_LARGE,583,-3.190053,55.948748
OSM_LARGE,584,-3.19005,55.949554
OSM_LARGE,585,-3.190049,55.945139
OSM_LARGE,586,-3.190049,55.949536
OSM_LARGE,587,-3.190046,55.949839
OSM_LARGE,588,-3.190045,55.945536
OSM_LARGE,589,-3.190036,55.945136
OSM_LARGE,590,-3.190034,55.944498
OSM_LARGE,591,-3.190026,55.947875
OSM_LARGE,592,-3.190018,55.945099
OSM_LARGE,593,-3.190012,55.945086
OSM_LARGE,594,-3.190005,55.945073
OSM_LARGE,595,-3.189985,55.945551
OSM_LARGE,596,-3.189984,55.942934
OSM_LARGE,597,-3.189964,55.946657
OSM_LARGE,598,-3.189942,55.951068
OSM_LARGE,599,-3.189936,55.948649
OSM_LARGE,600,-3.189933,55.945566
OSM_LARGE,601,-3.189919,55.942615
OSM_LARGE,602,-3.18989,55.945582
OSM_LARGE,603,-3.189887,55.94806
OSM_LARGE,604,-3.189867,55.948454
OSM_LARGE,605,-3.189836,55.942628
OSM_LARGE,606,-3.189826,55.945584
OSM_LARGE,607,-3.1898,55.945622
OSM_LARGE,608,-3.189799,55.95109
OSM_LARGE,609,-3.189777,55.947902
OSM_LARGE,610,-3.189763,55.94867
OSM_LARGE,611,-3.189758,55.945587
OSM_LARGE,612,-3.189739,55.942456
OSM_LARGE,613,-3.189731,55.945655
OSM_LARGE,614,-3.189726,55.948649
OSM_LARGE,615,-3.189691,55.951109
OSM_LARGE,616,-3.189684,55.945597
OSM_LARGE,617,-3.189678,55.948533
OSM_LARGE,618,-3.189675,55.942352
OSM_LARGE,619,-3.189665,55.94569
OSM_LARGE,620,-3.189659,55.948476
OSM_LARGE,621,-3.189658,55.942334
OSM_LARGE,622,-3.189654,55.947915
OSM_LARGE,623,-3.189627,55.942316
OSM_LARGE,624,-3.189617,55.945611
OSM_LARGE,625,-3.189592,55.942304
OSM_LARGE,626,-3.189588,55.949533
OSM_LARGE,627,-3.189587,55.945734
OSM_LARGE,628,-3.189557,55.945629
OSM_LARGE,629,-3.189541,55.94916
OSM_LARGE,630,-3.189532,55.945905
